Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Route,Total_Stops,Journey_day,Journey_month,Journey_weekday,Arrival_minutes,Duration_minutes,Price
0,0,1,0,0,0,0,0,0,0,723,0,15,5,2,-1.093631495,-1.030753369,4804
0,0,0,0,1,0,0,0,0,0,2368,1,27,6,3,-0.217035296,0.576738391,7005
0,0,0,1,0,0,0,0,0,0,341,1,18,3,0,-1.085202686,-0.294215842,12284
1,0,0,0,0,0,0,0,0,0,565,1,9,5,3,-0.276036963,0.567681719,10203
0,0,1,0,0,0,0,0,0,0,326,1,27,5,0,-0.065316723,-0.074334113,6938
0,0,0,0,1,0,0,0,0,0,2368,1,12,6,2,0.238120423,0.786270047,13377
0,0,0,0,1,0,0,0,0,0,2368,1,1,6,5,-0.394040298,0.168505088,9779
1,0,0,0,0,0,0,0,0,0,381,0,15,5,2,-0.933484113,-1.156991311,4667
0,0,0,1,0,0,0,0,0,0,1532,0,3,4,2,-0.031601484,-0.971954528,4544
0,0,0,1,0,0,0,0,0,0,2368,1,27,6,3,0.53312876,-0.307124258,16079
0,0,0,1,0,0,0,0,0,0,979,1,1,4,0,2.092458537,1.815810252,7064
0,0,0,1,0,0,0,0,0,0,2368,1,18,5,5,-0.419326726,-0.570052391,15554
0,0,0,0,0,0,1,0,0,0,381,0,18,5,5,-1.127346734,-1.156991311,3543
1,0,0,0,0,0,0,0,0,0,1532,0,18,4,3,-0.705906253,-1.010867524,6121
0,0,1,0,0,0,0,0,0,0,2368,1,27,3,2,-0.77333673,-0.23085116,8075
0,0,0,0,1,0,0,0,0,0,2368,1,3,6,0,0.238120423,0.630501155,13377
0,0,0,1,0,0,0,0,0,0,979,1,24,5,4,-0.33503863,-0.440995339,14571
0,0,0,0,0,0,1,0,0,0,1532,0,24,4,2,-1.472927928,-1.050942868,3919
0,0,0,1,0,0,0,0,0,0,979,1,24,3,6,0.566843998,0.147403521,14231
0,0,1,0,0,0,0,0,0,0,621,0,15,3,4,-0.267608153,-1.403994763,2754
1,0,0,0,0,0,0,0,0,0,231,1,21,5,1,-0.014743865,-0.511576746,8067
0,0,0,0,0,0,0,0,1,0,565,1,6,5,0,-0.048459104,0.786270047,8452
0,0,0,1,0,0,0,0,0,0,341,1,6,3,2,1.241148767,1.329934383,15025
0,0,0,1,0,0,0,0,0,0,2368,1,6,3,2,-0.436184346,-0.427189437,15103
0,0,0,1,0,0,0,0,0,0,979,1,24,5,4,0.558415188,0.692024928,8586
0,0,0,1,0,0,0,0,0,0,979,1,9,6,6,-0.689048634,-0.109484093,10844
0,0,0,1,0,0,0,0,0,0,2368,1,21,5,1,0.53312876,-0.307124258,12898
0,0,0,1,0,0,0,0,0,0,979,1,12,5,6,0.920854002,1.693263569,8586
0,0,0,0,1,0,0,0,0,0,2368,1,9,6,6,-0.419326726,0.23077602,11622
1,0,0,0,0,0,0,0,0,0,41,2,6,5,0,2.03345687,2.08066329,13538
0,0,0,1,0,0,0,0,0,0,179,2,1,6,5,0.53312876,1.464163039,13014
0,0,0,1,0,0,0,0,0,0,979,1,9,5,3,1.106287813,0.752330045,13941
0,0,0,1,0,0,0,0,0,0,565,1,18,5,5,1.190575909,1.660392582,14151
0,0,0,0,1,0,0,0,0,0,2368,1,21,3,3,0.246549233,-0.085990219,13542
0,0,1,0,0,0,0,0,0,0,326,1,21,3,3,-0.082174342,0.803103186,6558
0,0,0,0,0,0,0,0,0,0,565,1,18,5,5,-0.377182678,0.389929339,5192
0,0,0,0,0,0,0,0,1,0,1532,0,1,6,5,-1.363353403,-1.050942868,4878
0,0,0,1,0,0,0,0,0,0,2368,1,27,5,0,1.359152101,1.351451736,12898
1,0,0,0,0,0,0,0,0,0,231,1,9,6,6,-0.014743865,-0.511576746,7384
0,1,0,0,0,0,0,0,0,0,1532,0,3,5,4,-1.262207687,-0.99127203,3898
0,0,0,0,0,0,0,0,0,0,1532,0,6,5,0,0.364552567,-1.010867524,3383
0,0,1,0,0,0,0,0,0,0,2368,1,24,6,0,-0.217035296,0.66581113,6093
0,0,0,0,1,0,0,0,0,0,2368,1,12,6,2,-0.419326726,0.291581136,12192
0,0,0,0,1,0,0,0,0,0,2368,1,12,6,2,0.238120423,0.484871373,6795
0,0,0,1,0,0,0,0,0,0,341,1,18,3,0,0.861852334,1.607231554,11455
0,0,1,0,0,0,0,0,0,0,381,0,1,6,5,-0.478328394,-1.030753369,3540
0,0,0,0,1,0,0,0,0,0,2368,1,27,5,0,-0.394040298,0.199830426,15898
0,0,0,0,1,0,0,0,0,0,2368,1,3,6,0,-0.217035296,0.291581136,9718
0,1,0,0,0,0,0,0,0,0,11,1,15,5,2,0.111688279,-0.157225805,7831
0,0,1,0,0,0,0,0,0,0,2368,1,3,6,0,-0.217035296,0.466138764,6416
0,0,0,0,0,0,0,0,1,0,381,0,27,3,2,-1.397068641,-1.156991311,3739
0,0,0,0,0,0,0,0,1,0,565,1,6,5,0,0.027400183,0.861325056,8085
0,0,1,0,0,0,0,0,0,0,1532,0,3,5,4,-0.326609821,-0.971954528,4823
0,0,0,1,0,0,0,0,0,0,40,2,9,6,6,1.359152101,1.387038909,13376
0,0,0,0,0,0,0,0,1,0,565,1,15,5,2,1.17371829,0.674574281,8452
0,0,0,1,0,0,0,0,0,0,979,1,6,6,3,2.370609255,1.758217181,10844
0,0,0,0,0,0,0,0,1,0,213,0,27,3,2,-1.41392626,-0.934108251,4851
0,0,0,0,1,0,0,0,0,0,2368,1,15,6,5,0.238120423,-0.320114634,6795
0,0,1,0,0,0,0,0,0,0,1532,0,18,5,5,-1.19477721,-1.010867524,4823
0,0,0,1,0,0,0,0,0,0,2368,1,9,6,6,0.53312876,-0.169324311,10577
0,0,0,1,0,0,0,0,0,0,2368,1,27,3,2,2.084029728,1.464163039,12032
0,0,0,0,0,0,0,0,0,0,231,1,1,6,5,-0.98405697,-0.483024483,9330
0,0,0,0,0,0,0,0,1,0,565,1,1,4,0,-0.023172675,-0.413481802,8977
0,0,0,0,1,0,0,0,0,0,2368,1,1,6,5,-0.217035296,-0.074334113,7005
0,0,0,1,0,0,0,0,0,0,979,1,18,5,5,-0.242321725,-0.294215842,10844
0,0,0,0,1,0,0,0,0,0,2368,1,24,6,0,-1.068345066,0.005646359,12192
1,0,0,0,0,0,0,0,0,0,1532,0,24,3,6,-1.051487447,-1.030753369,4441
0,0,0,0,1,0,0,0,0,0,2368,1,9,5,3,-0.394040298,-0.00561258,7575
0,0,1,0,0,0,0,0,0,0,723,0,21,6,4,-1.607788881,-1.07145037,4804
0,0,0,0,0,0,1,0,0,0,381,0,6,6,3,-1.127346734,-1.156991311,3597
1,0,0,0,0,0,0,0,0,0,565,1,6,6,3,2.151460205,1.783913088,10413
0,0,0,1,0,0,0,0,0,0,1532,0,9,6,6,-1.456070308,-1.030753369,8016
0,0,0,1,0,0,0,0,0,0,979,1,9,6,6,1.300150434,0.836502963,10844
0,0,0,1,0,0,0,0,0,0,979,1,12,5,6,1.030428527,0.918510965,9663
0,0,1,0,0,0,0,0,0,0,2368,1,18,5,5,0.238120423,-0.555255163,6069
0,0,1,0,0,0,0,0,0,0,326,1,27,5,0,-0.065316723,0.241009184,6442
0,0,0,0,1,0,0,0,0,0,2368,1,1,6,5,-0.217035296,0.409178819,13587
1,0,0,0,0,0,0,0,0,0,621,0,9,5,3,-0.242321725,-1.461570133,3100
0,0,0,1,0,0,0,0,0,0,979,1,21,5,1,-0.495186013,0.380253763,14781
0,0,0,1,0,0,0,0,0,0,2368,1,21,5,1,2.008170441,1.315519368,12898
0,0,1,0,0,0,0,0,0,0,723,0,18,6,1,-0.630046967,-1.092291393,4804
0,0,0,0,0,0,1,0,0,0,723,0,15,4,0,-1.186348401,-1.113482759,4174
0,0,1,0,0,0,0,0,0,0,1532,0,24,5,4,0.322408519,-1.010867524,4591
0,0,0,1,0,0,0,0,0,0,979,1,6,5,0,2.092458537,1.815810252,9663
0,0,0,0,1,0,0,0,0,0,2368,1,15,5,2,-0.394040298,0.23077602,8266
0,0,1,0,0,0,0,0,0,0,1532,0,6,5,0,-1.321209355,-0.99127203,4823
1,0,0,0,0,0,0,0,0,0,213,0,21,5,1,-0.200177677,-0.952903513,6094
0,0,0,1,0,0,0,0,0,0,979,1,24,5,4,0.558415188,-0.169324311,14178
0,0,0,1,0,0,0,0,0,0,40,2,9,6,6,1.359152101,2.002290336,13376
1,0,0,0,0,0,0,0,0,0,621,0,24,3,6,-0.073745532,-1.43233231,2575
0,0,0,0,0,0,0,0,1,0,33,1,6,3,2,-0.326609821,0.456725627,12395
0,0,1,0,0,0,0,0,0,0,2368,1,27,3,2,-0.217035296,0.389929339,10351
0,0,0,0,0,0,0,0,0,0,565,1,21,5,1,0.035828993,0.828185893,5192
0,0,0,0,1,0,0,0,0,0,2368,1,15,5,2,-0.217035296,-0.074334113,7670
0,0,0,1,0,0,0,0,0,0,565,1,24,5,4,1.907024726,1.351451736,14151
0,0,1,0,0,0,0,0,0,0,53,1,6,5,0,-0.309752201,-0.600021509,4775
1,0,0,0,0,0,0,0,0,0,83,2,6,3,2,1.038857336,1.24257755,12865
1,0,0,0,0,0,0,0,0,0,621,0,6,3,2,-0.242321725,-1.461570133,5462
0,0,0,0,0,0,1,0,0,0,145,1,9,3,5,-1.19477721,-0.540578734,8382
0,0,0,1,0,0,0,0,0,0,1532,0,24,4,2,-0.242321725,-0.971954528,4544
0,0,0,1,0,0,0,0,0,0,1532,0,1,4,0,-0.503614822,-0.99127203,4544
0,0,0,1,0,0,0,0,0,0,979,1,18,5,5,0.044257802,-0.23085116,14781
0,0,0,0,0,0,1,0,0,0,42,1,27,5,0,-1.000914589,-0.661551892,5158
0,0,0,1,0,0,0,0,0,0,621,0,21,3,3,-0.587902919,-1.37647912,5678
0,0,0,1,0,0,0,0,0,0,37,2,9,6,6,-0.419326726,-0.19372467,18804
0,0,1,0,0,0,0,0,0,0,621,0,3,6,0,-1.262207687,-1.37647912,4049
0,0,1,0,0,0,0,0,0,0,723,0,24,3,6,-1.034629828,-1.030753369,6565
0,0,0,1,0,0,0,0,0,0,2368,1,18,5,5,1.359152101,1.061165137,12373
1,0,0,0,0,0,0,0,0,0,1532,0,18,3,0,-0.34346744,-1.030753369,4441
0,0,0,0,0,0,1,0,0,0,381,0,18,5,5,-0.309752201,-1.135042754,3597
0,0,0,1,0,0,0,0,0,0,621,0,18,6,1,-0.208606486,-1.37647912,5678
1,0,0,0,0,0,0,0,0,0,83,2,9,3,5,1.038857336,1.526124271,10660
0,0,0,1,0,0,0,0,0,0,1532,0,21,4,6,-1.456070308,-1.030753369,4544
0,0,1,0,0,0,0,0,0,0,1532,0,24,5,4,-1.19477721,-1.010867524,4823
1,0,0,0,0,0,0,0,0,0,10,2,9,5,3,0.010542564,0.005646359,14214
0,0,0,1,0,0,0,0,0,0,979,1,1,5,2,-0.689048634,-0.109484093,14781
0,0,0,1,0,0,0,0,0,0,2368,1,9,3,5,1.991312822,1.519288649,14053
0,0,0,1,0,0,0,0,0,0,2368,1,27,6,3,2.008170441,1.315519368,10262
0,0,1,0,0,0,0,0,0,0,1532,0,21,6,4,-0.031601484,-1.010867524,4823
1,0,0,0,0,0,0,0,0,0,231,1,18,5,5,0.920854002,0.692024928,8361
0,0,0,0,1,0,0,0,0,0,2368,1,3,3,6,-0.99248578,-0.359593601,17057
0,0,1,0,0,0,0,0,0,0,2368,1,12,6,2,0.238120423,0.63936771,5883
0,0,0,1,0,0,0,0,0,0,2368,1,21,5,1,-0.419326726,-0.169324311,12898
0,0,0,1,0,0,0,0,0,0,2368,1,21,5,1,-0.419326726,0.910402901,16079
0,0,0,0,1,0,0,0,0,0,2368,1,12,6,2,-1.068345066,-0.145193594,10678
1,0,0,0,0,0,0,0,0,0,5,2,1,3,4,1.215862338,1.897622846,20999
0,0,1,0,0,0,0,0,0,0,341,1,21,3,3,0.145403518,-0.570052391,6575
0,0,0,1,0,0,0,0,0,0,179,2,21,5,1,0.53312876,0.02800453,15129
0,0,0,1,0,0,0,0,0,0,979,1,6,6,3,1.932311155,1.498709,10844
1,0,0,0,0,0,0,0,0,0,5,1,3,3,6,0.061115421,0.657022468,11654
0,0,1,0,0,0,0,0,0,0,65,1,1,4,0,-1.026201018,-0.600021509,5069
1,0,0,0,0,0,0,0,0,0,1532,0,1,4,0,-1.439212689,-1.030753369,5176
0,0,0,1,0,0,0,0,0,0,79,2,9,6,6,0.53312876,1.464163039,13292
0,0,1,0,0,0,0,0,0,0,231,1,6,6,3,-1.557216024,-0.440995339,6386
0,0,0,1,0,0,0,0,0,0,132,2,21,5,1,2.008170441,1.984003153,15129
1,0,0,0,0,0,0,0,0,0,723,0,6,3,2,0.018971373,-1.07145037,4435
0,0,1,0,0,0,0,0,0,0,1532,0,18,5,5,0.322408519,-1.010867524,4591
0,0,0,1,0,0,0,0,0,0,341,1,21,3,3,-0.014743865,0.958753546,7832
0,0,1,0,0,0,0,0,0,0,723,0,12,4,4,-1.607788881,-1.07145037,4174
0,0,0,0,1,0,0,0,0,0,2368,1,27,3,2,-0.77333673,-0.028294032,6148
0,0,0,0,1,0,0,0,0,0,2368,1,27,5,0,-0.394040298,0.168505088,9149
0,0,0,0,1,0,0,0,0,0,83,2,27,3,2,-0.183320057,-0.062737327,6128
0,0,1,0,0,0,0,0,0,0,326,1,27,3,2,-0.082174342,-0.372928161,6412
0,0,0,0,1,0,0,0,0,0,2368,1,18,5,5,-0.217035296,0.521970454,8073
0,0,0,1,0,0,0,0,0,0,213,0,24,6,0,-0.899768874,-0.91555871,4256
1,0,0,0,0,0,0,0,0,0,21,2,12,5,6,0.634274475,1.160593053,14634
0,0,0,0,1,0,0,0,0,0,2368,1,21,5,1,-0.217035296,-0.097706564,14067
0,0,1,0,0,0,0,0,0,0,723,0,6,5,0,-0.512043632,-1.07145037,4804
0,0,0,0,0,0,1,0,0,0,723,0,21,4,6,-0.351896249,-1.092291393,4911
0,0,1,0,0,0,0,0,0,0,326,1,9,6,6,-0.065316723,-0.346347646,6412
0,0,0,0,0,0,1,0,0,0,381,0,15,6,5,-1.270636497,-1.156991311,3543
0,0,1,0,0,0,0,0,0,0,381,0,6,6,3,-0.925055303,-1.113482759,3858
1,0,0,0,0,0,0,0,0,0,42,2,15,5,2,0.887138763,1.205546023,9941
0,0,0,1,0,0,0,0,0,0,1532,0,9,4,1,-1.19477721,-0.971954528,7229
0,1,0,0,0,0,0,0,0,0,7,1,3,3,6,-0.292894582,-0.661551892,8352
0,0,0,1,0,0,0,0,0,0,565,1,12,5,6,-0.107460771,0.466138764,14151
0,0,0,0,1,0,0,0,0,0,2368,1,6,6,3,0.238120423,-0.1332266,6795
0,0,1,0,0,0,0,0,0,0,723,0,3,5,4,-0.023172675,-1.07145037,4804
1,0,0,0,0,0,0,0,0,0,16,1,6,6,3,0.777564238,1.680147323,6587
0,1,0,0,0,0,0,0,0,0,25,1,3,4,2,-0.967199351,-0.372928161,4106
1,0,0,0,0,0,0,0,0,0,723,0,18,4,3,-0.646904586,-1.092291393,5510
0,0,0,1,0,0,0,0,0,0,179,2,9,5,3,-0.419326726,0.083002367,15129
0,0,0,1,0,0,0,0,0,0,179,2,9,5,3,0.53312876,1.099745492,13029
0,0,1,0,0,0,0,0,0,0,145,1,15,6,5,-1.076773876,-0.526020193,6582
0,0,0,0,1,0,0,0,0,0,2368,1,27,6,3,0.238120423,-0.1332266,5797
0,0,0,1,0,0,0,0,0,0,565,1,12,6,2,1.190575909,0.683312141,12692
0,0,0,0,0,0,1,0,0,0,381,0,27,3,2,-1.270636497,-1.156991311,3332
1,0,0,0,0,0,0,0,0,0,42,2,9,6,6,0.887138763,1.205546023,10151
0,0,1,0,0,0,0,0,0,0,145,1,6,4,5,-1.590931262,-0.497245704,5046
1,0,0,0,0,0,0,0,0,0,231,1,15,6,5,-0.014743865,0.918510965,8907
1,0,0,0,0,0,0,0,0,0,1532,0,6,5,0,0.077973041,-1.010867524,5228
0,0,1,0,0,0,0,0,0,0,17,1,3,3,6,-1.312780545,-0.645961369,13753
0,0,0,1,0,0,0,0,0,0,341,1,9,3,5,-0.183320057,0.456725627,11087
0,0,0,1,0,0,0,0,0,0,979,1,18,5,5,0.044257802,0.104656928,14781
0,0,1,0,0,0,0,0,0,0,723,0,6,5,0,-0.916626493,-1.07145037,5224
0,0,0,1,0,0,0,0,0,0,1532,0,6,5,0,-0.503614822,-0.99127203,3702
0,0,1,0,0,0,0,0,0,0,621,0,18,3,0,-0.267608153,-1.403994763,2754
0,0,0,0,0,0,0,0,0,0,1532,0,24,5,4,-0.933484113,-1.030753369,3383
1,0,0,0,0,0,0,0,0,0,1532,0,15,4,0,-0.705906253,-1.010867524,5228
0,0,1,0,0,0,0,0,0,0,2368,1,27,5,0,0.238120423,-0.555255163,5054
0,0,0,1,0,0,0,0,0,0,341,1,18,3,0,-0.402469107,0.199830426,13555
0,0,0,0,1,0,0,0,0,0,2368,1,1,6,5,0.238120423,-0.028294032,7408
0,0,1,0,0,0,0,0,0,0,723,0,24,5,4,-0.630046967,-1.092291393,5224
0,0,1,0,0,0,0,0,0,0,37,1,1,3,4,-0.613189347,-0.584973453,9694
0,0,1,0,0,0,0,0,0,0,2368,1,21,3,3,0.246549233,-0.03971815,7318
0,0,1,0,0,0,0,0,0,0,326,1,21,5,1,-1.110489114,-0.645961369,5054
0,0,0,1,0,0,0,0,0,0,1532,0,1,5,2,-0.11588958,-0.952903513,4030
0,0,0,1,0,0,0,0,0,0,341,1,6,3,2,-0.478328394,0.220502166,16736
1,0,0,0,0,0,0,0,0,0,621,0,18,3,0,-0.242321725,-1.461570133,2050
1,0,0,0,0,0,0,0,0,0,4,2,12,3,1,-0.840767207,0.549483601,9977
0,0,1,0,0,0,0,0,0,0,25,1,9,3,5,-0.958770541,-0.413481802,6755
0,0,0,1,0,0,0,0,0,0,1532,0,15,5,2,-0.503614822,-0.99127203,3502
1,0,0,0,0,0,0,0,0,0,1532,0,24,6,0,-1.051487447,-1.030753369,6961
0,0,0,1,0,0,0,0,0,0,1532,0,9,4,1,-0.444613155,-0.99127203,4544
0,0,0,0,0,0,1,0,0,0,723,0,18,5,5,-0.579474109,-1.092291393,3841
0,0,0,0,0,0,0,0,1,0,565,1,24,5,4,1.005142098,1.706337437,9502
1,0,0,0,0,0,0,0,0,0,621,0,1,4,0,-1.565644833,-1.43233231,3100
0,0,0,0,0,0,1,0,0,0,1532,0,15,4,0,-1.472927928,-1.050942868,4319
0,0,1,0,0,0,0,0,0,0,621,0,1,5,2,-0.149604819,-1.34971776,2227
0,0,0,0,0,0,1,0,0,0,723,0,24,3,6,0.153832327,-1.135042754,5831
0,0,1,0,0,0,0,0,0,0,723,0,9,6,6,0.09483066,-1.050942868,4804
0,0,1,0,0,0,0,0,0,0,326,1,6,6,3,-1.110489114,-0.645961369,5458
0,0,0,1,0,0,0,0,0,0,1532,0,9,6,6,-0.11588958,-0.952903513,7229
0,0,0,1,0,0,0,0,0,0,979,1,6,6,3,1.106287813,0.752330045,14571
0,0,0,0,0,0,1,0,0,0,1532,0,9,6,6,0.09483066,-0.99127203,3919
0,0,0,0,1,0,0,0,0,0,326,1,9,3,5,-0.705906253,0.050154703,6916
0,0,0,1,0,0,0,0,0,0,2368,1,27,3,2,0.53312876,0.777819539,6960
0,0,0,1,0,0,0,0,0,0,27,1,6,3,2,-0.882911255,-0.630511945,16757
0,0,1,0,0,0,0,0,0,0,2368,1,6,3,2,0.246549233,0.115412975,14871
0,0,1,0,0,0,0,0,0,0,326,1,12,6,2,-1.110489114,-0.645961369,5054
1,0,0,0,0,0,0,0,0,0,41,2,3,6,0,2.03345687,2.08066329,12488
0,0,1,0,0,0,0,0,0,0,1532,0,15,4,0,-0.183320057,-0.99127203,4823
1,0,0,0,0,0,0,0,0,0,41,2,24,6,0,2.03345687,1.712858606,11989
0,0,0,1,0,0,0,0,0,0,2368,1,21,5,1,2.008170441,1.227810894,16079
0,0,0,1,0,0,0,0,0,0,565,1,6,5,0,1.190575909,1.660392582,13067
0,0,1,0,0,0,0,0,0,0,326,1,12,6,2,-0.705906253,0.301579921,6818
0,0,0,1,0,0,0,0,0,0,979,1,12,5,6,0.920854002,1.539759505,13941
0,0,0,0,1,0,0,0,0,0,2368,1,24,6,0,-0.419326726,0.168505088,12927
0,0,1,0,0,0,0,0,0,0,723,0,15,5,2,0.170689946,-1.07145037,4804
0,0,0,1,0,0,0,0,0,0,2368,1,1,4,0,1.359152101,1.264614521,5406
0,0,1,0,0,0,0,0,0,0,2368,1,21,3,3,0.246549233,0.718014982,7318
0,0,1,0,0,0,0,0,0,0,381,0,21,3,3,-1.304351735,-1.135042754,3384
0,0,0,0,0,0,0,0,0,0,231,1,3,6,0,0.752277809,0.147403521,11410
0,0,0,1,0,0,0,0,0,0,341,1,15,3,4,-1.000914589,-0.169324311,9134
0,0,0,1,0,0,0,0,0,0,341,1,21,3,3,-0.183320057,-0.206028834,7832
0,0,0,1,0,0,0,0,0,0,341,1,6,3,2,0.861852334,1.450256796,14815
0,0,1,0,0,0,0,0,0,0,1532,0,3,6,0,0.322408519,-1.010867524,4591
0,0,0,1,0,0,0,0,0,0,2368,1,9,5,3,2.008170441,1.227810894,12373
0,0,0,0,0,0,0,0,0,0,1532,0,9,3,5,-1.464499118,-1.010867524,4284
0,0,0,1,0,0,0,0,0,0,979,1,18,5,5,0.558415188,1.464163039,13941
0,0,0,1,0,0,0,0,0,0,2368,1,9,3,5,1.991312822,1.666988282,16289
0,0,1,0,0,0,0,0,0,0,42,1,24,6,0,0.549986379,-0.555255163,9165
0,0,0,1,0,0,0,0,0,0,1532,0,21,6,4,-1.456070308,-1.030753369,8016
0,0,0,0,0,0,0,0,0,0,565,1,1,4,0,1.16528948,0.409178819,5192
0,0,0,1,0,0,0,0,0,0,979,1,9,6,6,0.920854002,0.301579921,14939
0,0,0,0,1,0,0,0,0,0,2368,1,3,6,0,-0.419326726,0.039105254,14502
0,0,0,1,0,0,0,0,0,0,341,1,12,3,1,1.342294482,0.576738391,13817
0,0,0,1,0,0,0,0,0,0,565,1,24,5,4,-0.520472442,-0.03971815,14151
0,0,0,0,1,0,0,0,0,0,2368,1,6,3,2,-0.394040298,-0.028294032,15077
0,0,0,0,1,0,0,0,0,0,2368,1,12,6,2,-0.419326726,0.168505088,12192
0,0,0,0,0,0,1,0,0,0,621,0,21,5,1,-0.849196016,-1.37647912,1965
0,0,1,0,0,0,0,0,0,0,381,0,18,5,5,-1.304351735,-1.135042754,3850
0,0,1,0,0,0,0,0,0,0,621,0,1,6,5,-0.478328394,-1.37647912,3175
0,0,0,1,0,0,0,0,0,0,1532,0,21,5,1,-0.11588958,-0.952903513,7229
0,0,0,1,0,0,0,0,0,0,2368,1,27,5,0,2.008170441,1.532947868,16079
0,0,1,0,0,0,0,0,0,0,621,0,27,3,2,-1.262207687,-1.37647912,4392
0,0,0,1,0,0,0,0,0,0,179,2,15,6,5,-0.419326726,0.083002367,10368
0,0,0,1,0,0,0,0,0,0,2368,1,27,5,0,2.008170441,1.227810894,12898
1,0,0,0,0,0,0,0,0,0,36,2,1,5,2,1.350723292,1.19062506,14960
0,0,1,0,0,0,0,0,0,0,326,1,27,5,0,-0.065316723,0.621608173,6442
0,0,0,0,0,0,1,0,0,0,381,0,21,5,1,-1.270636497,-1.156991311,3597
0,0,0,1,0,0,0,0,0,0,37,2,6,6,3,-0.419326726,-0.19372467,18804
0,0,0,0,0,0,0,0,1,0,213,0,15,3,4,-1.41392626,-0.934108251,6111
0,0,1,0,0,0,0,0,0,0,213,0,9,6,6,0.120117089,-0.91555871,6015
1,0,0,0,0,0,0,0,0,0,1532,0,18,5,5,-0.705906253,-1.010867524,6121
0,0,0,1,0,0,0,0,0,0,41,1,24,5,4,-0.56261649,-0.206028834,6287
0,0,0,1,0,0,0,0,0,0,1532,0,9,5,3,-0.503614822,-0.99127203,7229
0,0,1,0,0,0,0,0,0,0,326,1,12,6,2,-0.705906253,-0.157225805,6442
0,0,0,1,0,0,0,0,0,0,1532,0,27,4,5,-0.503614822,-0.99127203,4544
1,0,0,0,0,0,0,0,0,0,30,2,12,6,2,1.477155436,1.891385556,11542
0,0,0,1,0,0,0,0,0,0,2368,1,21,5,1,0.53312876,-0.00561258,16079
0,0,0,0,1,0,0,0,0,0,326,1,27,3,2,-0.705906253,0.050154703,6076
1,0,0,0,0,0,0,0,0,0,29,2,1,4,0,0.221262804,0.769346161,10408
0,1,0,0,0,0,0,0,0,0,1532,0,1,3,4,-1.262207687,-0.99127203,13663
1,0,0,0,0,0,0,0,0,0,231,1,15,5,2,0.920854002,0.380253763,10671
0,0,0,0,0,0,0,0,0,0,1532,0,18,6,1,0.364552567,-1.010867524,3383
0,0,0,0,1,0,0,0,0,0,2368,1,9,5,3,0.238120423,0.752330045,9021
0,0,0,0,1,0,0,0,0,0,2368,1,18,5,5,-0.394040298,0.199830426,14533
0,0,0,1,0,0,0,0,0,0,41,2,6,6,3,0.53312876,0.902274642,11992
0,0,1,0,0,0,0,0,0,0,381,0,12,5,6,-0.76490792,-1.135042754,3597
0,0,1,0,0,0,0,0,0,0,1532,0,9,6,6,-1.911226027,-1.030753369,4077
0,0,0,0,1,0,0,0,0,0,326,1,12,6,2,-0.705906253,0.050154703,9646
0,0,0,0,0,0,1,0,0,0,723,0,1,4,0,0.153832327,-1.135042754,3873
0,0,0,1,0,0,0,0,0,0,132,2,9,5,3,2.008170441,1.539759505,15129
0,0,1,0,0,0,0,0,0,0,2368,1,9,6,6,0.238120423,-0.097706564,6104
0,0,0,1,0,0,0,0,0,0,132,2,6,3,2,0.53312876,2.244931624,16022
0,0,0,1,0,0,0,0,0,0,27,1,9,3,5,0.136974708,0.709376138,10562
1,0,0,0,0,0,0,0,0,0,145,1,9,3,5,1.038857336,1.815810252,10945
0,0,0,0,0,0,1,0,0,0,723,0,27,5,0,-1.186348401,-1.113482759,3873
0,0,0,1,0,0,0,0,0,0,621,0,27,3,2,-1.894368408,-1.37647912,1840
0,0,1,0,0,0,0,0,0,0,326,1,3,3,6,-1.127346734,-0.23085116,9585
0,0,0,1,0,0,0,0,0,0,621,0,18,5,5,-0.208606486,-1.37647912,3210
0,0,1,0,0,0,0,0,0,0,231,1,9,5,3,-0.318181011,-0.600021509,6147
0,0,0,1,0,0,0,0,0,0,565,1,9,5,3,0.044257802,-0.307124258,7341
1,0,0,0,0,0,0,0,0,0,2368,1,21,5,1,-0.394040298,0.199830426,8372
0,0,0,0,1,0,0,0,0,0,2368,1,27,6,3,-0.419326726,0.351019322,10877
1,0,0,0,0,0,0,0,0,0,44,2,9,5,3,2.03345687,1.322733942,10441
0,0,1,0,0,0,0,0,0,0,2368,1,6,3,2,-0.217035296,0.861325056,13611
0,0,0,1,0,0,0,0,0,0,341,1,9,3,5,1.17371829,1.699805775,11087
0,0,0,1,0,0,0,0,0,0,2368,1,27,3,2,2.084029728,1.593829419,5963
0,0,1,0,0,0,0,0,0,0,381,0,24,5,4,-0.76490792,-1.135042754,3597
0,0,0,1,0,0,0,0,0,0,979,1,12,6,2,1.106287813,0.752330045,8529
0,0,0,0,1,0,0,0,0,0,2368,1,12,6,2,-0.419326726,0.63936771,10678
0,0,1,0,0,0,0,0,0,0,2368,1,27,3,2,-0.217035296,0.475520575,8285
0,0,0,1,0,0,0,0,0,0,2368,1,12,6,2,-1.068345066,0.210187135,18371
0,0,0,1,0,0,0,0,0,0,565,1,6,6,3,1.072572575,0.558596877,12692
0,0,1,0,0,0,0,0,0,0,1532,0,24,4,2,-1.447641499,-1.030753369,4423
